"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL291548"	""	"None"	"511.53"	"2"	"5.14"	"8d"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(C(F)(F)F)c1"	"Ki"	"'='"	"37.0"	"nM"	"7.43"	""	""	"UO_0000065"	"14.53"	"0.28"	"2.29"	"8.91"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL76244"	""	"None"	"255.28"	"0"	"2.47"	"4s"	"CCOc1ccc2ccc3nc(N)nc(O)c3c2c1"	"IC50"	"'='"	"4200.0"	"nM"	"5.38"	""	""	"UO_0000065"	"21.06"	"0.39"	"2.91"	"6.62"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL418894"	""	"None"	"210.24"	"0"	"2.80"	"8j"	"Cc1nc(O)c2c(ccc3ccccc32)n1"	"Inhibition"	"'='"	"44.6"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL883514"	"Tested against thymidylate synthase (TS) in Candida albicans at 300 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL434209"	""	"None"	"476.49"	"0"	"1.92"	"1"	"C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"39.81"	"nM"	"7.40"	""	""	"UO_0000065"	"15.53"	"0.29"	"5.48"	"4.85"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL3125098"	""	"None"	"1010.19"	"None"	"None"	"LR-D"	"CC(C)C[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H](CS)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL185"	"FLUOROURACIL"	"4.0"	"130.08"	"0"	"-0.80"	"5-Fu"	"O=c1[nH]cc(F)c(=O)[nH]1"	"Activity"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL3130597"	"Inhibition of thymidylate synthase in 13-fold cisplatin-resistant human C13 cells assessed as effect on thymidylate synthase mRNA level at 5 uM after 48 hrs by RT-PCR analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"C13"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3308686"	""	""	""
"CHEMBL161025"	""	"None"	"445.52"	"0"	"4.59"	"7b"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(F)c1"	"Ki"	"'='"	"290.0"	"nM"	"6.54"	""	""	"UO_0000065"	"14.67"	"0.28"	"1.95"	"9.04"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL3144213"	""	"None"	"778.67"	"3"	"-0.90"	"2c"	"COP(=O)(O)OC[C@H]1O[C@@H](n2cc(CN3c4c(nc(N)[nH]c4=O)CCC3CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c(=O)[nH]c2=O)C[C@@H]1O"	"Ki"	"'='"	"120000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL815564"	"Inhibitory activity against human thymidylate synthase with variable concentration of dUMP and fixed N5,10-CH2-H4PteGlu (200 uM)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122546"	"1"	"Scientific Literature"	"J Med Chem"	"1984"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.001837"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL810882"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 1.6 x 10e-4 M concentration of 0.0015 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.005177"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813833"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 1.6 x 10e-4 M concentration of 0.0036 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.004342"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL810242"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 1.4 x 10e-4 M concentration of 0.0020"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL325744"	""	"None"	"478.47"	"0"	"1.00"	"3"	"C#CCN(Cc1ccc2nc(N)nc(O)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"2400.0"	"nM"	"5.62"	""	""	"UO_0000065"	"11.75"	"0.22"	"4.62"	"2.93"	"0"	"CHEMBL844162"	"The compound was tested for its inhibitory activity against thymidylate synthase(TS) derived from K562 cells."	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"K562"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125287"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"CHEMBL3308378"	""	""	""
"CHEMBL9728"	""	"None"	"450.56"	"0"	"3.03"	"22"	"CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Ki"	"'='"	"1600.0"	"nM"	"5.80"	""	""	"UO_0000065"	"12.86"	"0.25"	"2.77"	"7.09"	"0"	"CHEMBL811592"	"Compound was evaluated for the inhibitory constant of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1127692"	"1"	"Scientific Literature"	"J Med Chem"	"1994"	"None"	""	""	""
"CHEMBL349078"	""	"None"	"466.56"	"0"	"2.00"	"6"	"O=C1Nc2ccc(N(CCO)Cc3ccc(S(=O)(=O)N4CCNCC4)cc3)c3cccc1c23"	"Kii"	"'='"	"0.88"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL159039"	""	"None"	"443.53"	"0"	"4.37"	"29"	"CN(Cc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)c1ccc2c3c(cccc13)C(N)=N2"	"Kii"	"'='"	"0.015"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL3144212"	""	"None"	"748.64"	"3"	"-1.44"	"2b"	"Nc1nc2c(c(=O)[nH]1)N(Cc1cn([C@H]3C[C@H](O)[C@@H](COP(O)O)O3)c(=O)[nH]c1=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CC2"	"Ki"	"'='"	"58.0"	"nM"	"7.24"	""	""	"UO_0000065"	"9.67"	"0.19"	"8.68"	"2.23"	"0"	"CHEMBL815564"	"Inhibitory activity against human thymidylate synthase with variable concentration of dUMP and fixed N5,10-CH2-H4PteGlu (200 uM)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122546"	"1"	"Scientific Literature"	"J Med Chem"	"1984"	"None"	""	""	""
"CHEMBL3144196"	""	"None"	"463.18"	"0"	"0.72"	"8b"	"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1-c1ccc(Br)cc1"	"Km"	"'='"	"1510.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL815451"	"Inhibitory effect on human lymphoblast (Molt/4F) thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124237"	"1"	"Scientific Literature"	"J Med Chem"	"1988"	"None"	""	""	""
"CHEMBL323565"	""	"None"	"427.42"	"0"	"1.22"	"3"	"Nc1nc(N)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1"	"IC50"	"'='"	"220000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL816737"	"Inhibitory concentration against recombinant human TS (Thymidylate synthase)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1128558"	"1"	"Scientific Literature"	"J Med Chem"	"1995"	"None"	""	""	""
"CHEMBL118750"	""	"None"	"539.53"	"2"	"1.92"	"14"	"Nc1nc(O)c2c(ccc3ccc(NS(=O)(=O)c4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)cc32)n1"	"Ki"	"'='"	"0.1"	"TS"	""	""	""	""	""	""	""	""	"0"	"CHEMBL811593"	"Inhibition of purified human thymidylate synthase (TS) isolated from an Escherichia coli harboring a plasmid with thy A gene cloned from SV40 transformed human fibroblast cells"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Fibroblast"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126944"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"CHEMBL3308065"	""	""	""
"CHEMBL3228982"	""	"None"	"402.22"	"0"	"-0.13"	"1"	"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1/C=C/C(F)(F)F"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3231062"	"Inhibition of thymidylate synthetase (unknown origin) assessed as decrease of first order enzyme activity in absence of 5,10-methylenetetrahydrofolate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3228011"	"1"	"Scientific Literature"	"J Med Chem"	"1979"	"None"	""	""	""
"CHEMBL371860"	""	"None"	"459.48"	"1"	"2.01"	"4"	"CCc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"90.0"	"nM"	"7.05"	""	""	"UO_0000065"	"15.33"	"0.30"	"5.04"	"3.68"	"0"	"CHEMBL859608"	"Inhibition of recombinant human TS"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149399"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL3144214"	""	"None"	"684.66"	"3"	"-1.68"	"2a"	"Nc1nc2c(c(=O)[nH]1)N(Cc1cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c1=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CC2"	"Ki"	"'='"	"150000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL815564"	"Inhibitory activity against human thymidylate synthase with variable concentration of dUMP and fixed N5,10-CH2-H4PteGlu (200 uM)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122546"	"1"	"Scientific Literature"	"J Med Chem"	"1984"	"None"	""	""	""
"CHEMBL3407988"	""	"None"	"431.46"	"0"	"1.02"	"2"	"Nc1nc2[nH]c(CC(=O)NCc3ccc(C(=O)NCc4cccnc4)cc3)cc2c(=O)[nH]1"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3413024"	"Inhibition of thymidylate synthase in human KB cells assessed as cell growth inhibition at 0.001 to 10 uM in presence of 10 uM thymidine"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"KB"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3407487"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2015"	"CHEMBL3307959"	""	""	""
"CHEMBL2047248"	""	"None"	"353.22"	"0"	"4.14"	"8"	"Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2"	"IC50"	"'>'"	"12000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2050305"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2046359"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""
"CHEMBL225072"	"PEMETREXED"	"4.0"	"427.42"	"1"	"0.67"	"Pemetrexed"	"Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1"	"IC50"	"'='"	"29000.0"	"nM"	"4.54"	""	""	"UO_0000065"	"10.62"	"0.20"	"3.87"	"2.37"	"1"	"CHEMBL2050305"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2046359"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""
"CHEMBL252338"	""	"None"	"333.19"	"0"	"2.43"	"9"	"Cc1cc2nc(N)[nH]c(=O)c2n1Cc1ccc(Br)cc1"	"IC50"	"'='"	"1300.0"	"nM"	"5.89"	""	""	"UO_0000065"	"17.67"	"0.40"	"3.46"	"7.67"	"0"	"CHEMBL926350"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140703"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL159155"	""	"None"	"444.51"	"0"	"4.58"	"22"	"CN(Cc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Kis"	"'='"	"0.2"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL3144193"	""	"None"	"409.29"	"0"	"-0.17"	"12b"	"N#Cc1ccc(-c2cn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c(=O)[nH]c2=O)cc1"	"Km"	"'='"	"1510.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL815451"	"Inhibitory effect on human lymphoblast (Molt/4F) thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124237"	"1"	"Scientific Literature"	"J Med Chem"	"1988"	"None"	""	""	""
"CHEMBL349078"	""	"None"	"466.56"	"0"	"2.00"	"6"	"O=C1Nc2ccc(N(CCO)Cc3ccc(S(=O)(=O)N4CCNCC4)cc3)c3cccc1c23"	"Kis"	"'='"	"0.59"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL158281"	""	"None"	"476.62"	"1"	"5.80"	"37"	"CSC1Nc2ccc(N(C)Cc3ccc(S(=O)(=O)c4ccc(O)cc4)cc3)c3cccc1c23"	"Kii"	"'='"	"2.9"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL371666"	""	"None"	"365.26"	"0"	"3.72"	"9"	"CCc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Br)cc1"	"IC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"16.43"	"0.39"	"2.28"	"6.83"	"0"	"CHEMBL859608"	"Inhibition of recombinant human TS"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149399"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL225180"	""	"None"	"445.46"	"1"	"1.34"	"1"	"Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"54.0"	"nM"	"7.27"	""	""	"UO_0000065"	"16.31"	"0.32"	"5.93"	"3.80"	"0"	"CHEMBL916821"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149301"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""
"CHEMBL34259"	"METHOTREXATE"	"4.0"	"454.45"	"0"	"0.27"	"MTX"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL918702"	"Inhibition of human recombinant thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149313"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""
"CHEMBL3407791"	""	"None"	"985.06"	"3"	"-3.71"	"4"	"CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C"	"IC50"	"'='"	"81000.0"	"nM"	"4.09"	""	""	"UO_0000065"	"4.15"	"0.08"	"7.80"	"0.95"	"0"	"CHEMBL3414404"	"Inhibition of wild-type His-tagged human thymidylate synthase after 1 hr by UV-visible spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3407430"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""	""
"CHEMBL3407789"	""	"None"	"954.08"	"3"	"-5.87"	"8"	"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCC(=O)O"	"IC50"	"'='"	"300000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3411865"	"Inhibition of His-tagged human thymidylate synthase L198A mutant after 1 hr by UV-visible spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	"P04818"	"L198A"	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3407430"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""	""
"CHEMBL3407794"	""	"None"	"878.96"	"3"	"-6.59"	"7"	"CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)O"	"IC50"	"'='"	"300000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3411865"	"Inhibition of His-tagged human thymidylate synthase L198A mutant after 1 hr by UV-visible spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	"P04818"	"L198A"	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3407430"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""	""
